date,cal_holiday,weather_temp,weather_rain_1h,weather_snow_1h,weather_clouds_all,weather_main,weather_description,traffic_volume
2017-08-24 09:00:00,None,288.22,0,0,40,Clouds,scattered clouds,5825
2017-08-24 10:00:00,None,289.93,0,0,20,Clouds,few clouds,4708
2017-08-24 11:00:00,None,291.07,0,0,5,Clear,sky is clear,4909
2017-08-24 12:00:00,None,292.48,0,0,5,Clear,sky is clear,5148
2017-08-24 13:00:00,None,293.43,0,0,20,Clouds,few clouds,5186
2017-08-24 14:00:00,None,294.36,0,0,5,Clear,sky is clear,5369
2017-08-24 15:00:00,None,295.08,0,0,1,Clear,sky is clear,5979
2017-08-24 16:00:00,None,295.21,0,0,40,Clouds,scattered clouds,6724
2017-08-24 17:00:00,None,295.28,0,0,40,Clouds,scattered clouds,6124
2017-08-24 18:00:00,None,294.79,0,0,75,Clouds,broken clouds,4791
2017-08-24 19:00:00,None,294.02,0,0,1,Clear,sky is clear,3728
2017-08-24 20:00:00,None,292.68,0,0,90,Clouds,overcast clouds,3362
2017-08-24 21:00:00,None,291.42,0,0,90,Clouds,overcast clouds,3168
2017-08-24 22:00:00,None,291.23,0,0,75,Clouds,broken clouds,2227
2017-08-24 23:00:00,None,290.09,0,0,75,Clouds,broken clouds,1423
2017-08-25 00:00:00,None,289.79,0,0,90,Clouds,overcast clouds,794
2017-08-25 01:00:00,None,289.01,0,0,75,Clouds,broken clouds,455
2017-08-25 02:00:00,None,288.81,0,0,40,Clouds,scattered clouds,310
2017-08-25 03:00:00,None,288.75,0,0,1,Clear,sky is clear,373
2017-08-25 04:00:00,None,288.94,0,0,75,Rain,moderate rain,864
2017-08-25 05:00:00,None,289.22,0,0,90,Clouds,overcast clouds,2948
2017-08-25 06:00:00,None,288.72,0,0,90,Rain,moderate rain,5094
2017-08-25 07:00:00,None,288.65,0,0,90,Rain,moderate rain,6000
2017-08-25 08:00:00,None,287.95,0,0,90,Rain,moderate rain,5842
2017-08-25 09:00:00,None,287.82,0,0,90,Rain,proximity shower rain,5316
2017-08-25 10:00:00,None,288.41,0,0,90,Rain,moderate rain,5019
2017-08-25 11:00:00,None,289.74,0,0,90,Rain,moderate rain,4501
2017-08-25 12:00:00,None,291.14,0,0,75,Drizzle,light intensity drizzle,4521
2017-08-25 13:00:00,None,292.43,0,0,90,Clouds,overcast clouds,5283
2017-08-25 14:00:00,None,293.29,0,0,75,Clouds,broken clouds,5661
2017-08-25 15:00:00,None,293.72,0,0,75,Clouds,broken clouds,6032
2017-08-25 16:00:00,None,294.07,0,0,90,Clouds,overcast clouds,6461
2017-08-25 17:00:00,None,293.41,0,0,75,Clouds,broken clouds,5531
2017-08-25 18:00:00,None,293.69,0,0,75,Clouds,broken clouds,4602
2017-08-25 19:00:00,None,292.8,0,0,90,Thunderstorm,proximity thunderstorm,3715
2017-08-25 20:00:00,None,292.15,0,0,90,Thunderstorm,proximity thunderstorm,3353
2017-08-25 21:00:00,None,291.51,0,0,90,Thunderstorm,proximity thunderstorm,3008
2017-08-25 22:00:00,None,291.29,0,0,90,Rain,light rain,2863
2017-08-25 23:00:00,None,290.79,0,0,90,Thunderstorm,proximity thunderstorm,3047
2017-08-26 00:00:00,None,290.09,0,0,75,Rain,moderate rain,1507
2017-08-26 01:00:00,None,289.65,0,0,90,Rain,heavy intensity rain,758
2017-08-26 02:00:00,None,289.48,0,0,90,Thunderstorm,proximity thunderstorm,511
2017-08-26 03:00:00,None,289.42,0,0,90,Rain,heavy intensity rain,381
2017-08-26 04:00:00,None,289.22,0,0,90,Rain,moderate rain,424
2017-08-26 05:00:00,None,289.02,0,0,90,Rain,moderate rain,858
2017-08-26 06:00:00,None,288.86,0,0,90,Rain,moderate rain,1531
2017-08-26 07:00:00,None,288.87,0,0,90,Rain,moderate rain,2249
2017-08-26 08:00:00,None,288.94,0,0,90,Rain,moderate rain,3029
2017-08-26 09:00:00,None,289.01,0,0,75,Rain,light rain,3690
2017-08-26 10:00:00,None,289.36,0,0,90,Rain,moderate rain,4138
2017-08-26 11:00:00,None,289.95,0,0,90,Rain,light rain,4507
2017-08-26 12:00:00,None,291.21,0,0,90,Rain,light rain,4824
2017-08-26 13:00:00,None,291.55,0,0,90,Rain,moderate rain,4740
2017-08-26 14:00:00,None,292.15,0,0,90,Rain,light rain,4511
2017-08-26 15:00:00,None,291.94,0,0,90,Rain,moderate rain,4338
2017-08-26 16:00:00,None,291.62,0,0,90,Rain,heavy intensity rain,4560
2017-08-26 17:00:00,None,291.72,0,0,90,Mist,mist,4371
2017-08-26 18:00:00,None,291.72,0,0,90,Mist,mist,3845
2017-08-26 19:00:00,None,291.79,0,0,90,Rain,moderate rain,3472
2017-08-26 20:00:00,None,291.65,0,0,90,Mist,mist,3150
2017-08-26 21:00:00,None,291.79,0,0,90,Mist,mist,2912
2017-08-26 22:00:00,None,291.65,0,0,75,Mist,mist,2455
2017-08-26 23:00:00,None,291.35,0,0,75,Mist,mist,2810
2017-08-27 00:00:00,None,291.29,0,0,90,Mist,mist,2169
2017-08-27 01:00:00,None,291.15,0,0,90,Mist,mist,1209
2017-08-27 02:00:00,None,291.08,0,0,90,Mist,mist,634
2017-08-27 03:00:00,None,291.01,0,0,75,Mist,mist,423
2017-08-27 04:00:00,None,290.55,0,0,40,Mist,mist,356
2017-08-27 05:00:00,None,290.55,0,0,75,Mist,mist,562
2017-08-27 06:00:00,None,290.48,0,0,90,Mist,mist,1127
2017-08-27 07:00:00,None,290.35,0,0,90,Mist,mist,1665
2017-08-27 08:00:00,None,290.51,0,0,90,Mist,mist,2480
2017-08-27 09:00:00,None,291.15,0,0,90,Drizzle,light intensity drizzle,3527
2017-08-27 10:00:00,None,291.36,0,0,90,Clouds,overcast clouds,4015
2017-08-27 11:00:00,None,292.54,0,0,75,Rain,light rain,4320
2017-08-27 12:00:00,None,294.58,0,0,75,Clouds,broken clouds,4729
2017-08-27 13:00:00,None,294.55,0,0,75,Rain,light rain,4917
2017-08-27 14:00:00,None,295.01,0,0,90,Clouds,overcast clouds,4958
2017-08-27 15:00:00,None,295.15,0,0,90,Clouds,overcast clouds,4621
2017-08-27 16:00:00,None,295,0,0,90,Rain,light rain,4709
2017-08-27 17:00:00,None,294.35,0,0,90,Rain,proximity shower rain,4730
2017-08-27 18:00:00,None,293.42,0,0,90,Rain,proximity shower rain,4192
2017-08-27 19:00:00,None,292.58,0,0,75,Rain,proximity shower rain,3035
2017-08-27 20:00:00,None,291.86,0,0,75,Clouds,broken clouds,2689
2017-08-27 21:00:00,None,291.29,0,0,90,Clouds,overcast clouds,2394
2017-08-27 22:00:00,None,291.22,0,0,90,Clouds,overcast clouds,1876
2017-08-27 23:00:00,None,291,0,0,75,Clouds,broken clouds,1195
2017-08-28 00:00:00,None,290.58,0,0,90,Clouds,overcast clouds,630
2017-08-28 01:00:00,None,290.35,0,0,1,Clear,sky is clear,400
2017-08-28 02:00:00,None,290.08,0,0,90,Drizzle,light intensity drizzle,260
2017-08-28 03:00:00,None,289.88,0,0,90,Clouds,overcast clouds,321
2017-08-28 04:00:00,None,289.55,0,0,1,Clear,sky is clear,874
2017-08-28 05:00:00,None,289.35,0,0,90,Clouds,overcast clouds,3075
2017-08-28 06:00:00,None,289.43,0,0,90,Clouds,overcast clouds,5600
2017-08-28 07:00:00,None,289.14,0,0,90,Clouds,overcast clouds,6691
2017-08-28 08:00:00,None,289.41,0,0,75,Clouds,broken clouds,6340
2017-08-28 09:00:00,None,290,0,0,75,Clouds,broken clouds,5419
2017-08-28 10:00:00,None,290.48,0,0,90,Clouds,overcast clouds,4682
2017-08-28 11:00:00,None,291.22,0,0,90,Clouds,overcast clouds,4663
2017-08-28 12:00:00,None,291.94,0,0,90,Clouds,overcast clouds,4992
2017-08-28 13:00:00,None,292.55,0,0,90,Clouds,overcast clouds,5038
2017-08-28 14:00:00,None,293.48,0,0,90,Clouds,overcast clouds,5313
2017-08-28 15:00:00,None,294.51,0,0,75,Clouds,broken clouds,5826
2017-08-28 16:00:00,None,295.14,0,0,75,Clouds,broken clouds,6666
2017-08-28 17:00:00,None,295.22,0,0,40,Clouds,scattered clouds,6096
2017-08-28 18:00:00,None,296,0,0,40,Clouds,scattered clouds,4265
2017-08-28 19:00:00,None,295.72,0,0,40,Clouds,scattered clouds,3268
2017-08-28 20:00:00,None,294.16,0,0,20,Clouds,few clouds,3105
2017-08-28 21:00:00,None,292.15,0,0,40,Clouds,scattered clouds,2718
2017-08-28 22:00:00,None,290.35,0,0,5,Clear,sky is clear,1728
2017-08-28 23:00:00,None,289.08,0,0,1,Mist,mist,1136
2017-08-29 00:00:00,None,288.07,0,0,1,Mist,mist,651
2017-08-29 01:00:00,None,287.43,0,0,1,Mist,mist,374
2017-08-29 02:00:00,None,287.29,0,0,1,Mist,mist,252
2017-08-29 03:00:00,None,286.6,0,0,1,Mist,mist,337
2017-08-29 04:00:00,None,286.15,0,0,1,Fog,fog,916
2017-08-29 05:00:00,None,285.65,0,0,1,Fog,fog,3127
2017-08-29 06:00:00,None,285.73,0,0,1,Mist,mist,5964
2017-08-29 07:00:00,None,285.68,0,0,1,Fog,fog,6530
2017-08-29 08:00:00,None,286.65,0,0,40,Fog,fog,6259
2017-08-29 09:00:00,None,289.36,0,0,40,Fog,fog,5783
2017-08-29 10:00:00,None,291.64,0,0,40,Mist,mist,4991
2017-08-29 11:00:00,None,294.07,0,0,40,Clouds,scattered clouds,5078
2017-08-29 12:00:00,None,295.61,0,0,40,Clouds,scattered clouds,5237
2017-08-29 13:00:00,None,296.08,0,0,40,Clouds,scattered clouds,5119
2017-08-29 14:00:00,None,296.93,0,0,40,Clouds,scattered clouds,5386
2017-08-29 15:00:00,None,297.75,0,0,75,Clouds,broken clouds,5977
2017-08-29 16:00:00,None,298.35,0,0,75,Clouds,broken clouds,6884
2017-08-29 17:00:00,None,298.79,0,0,40,Clouds,scattered clouds,6454
2017-08-29 18:00:00,None,298.15,0,0,20,Clouds,few clouds,5000
2017-08-29 19:00:00,None,297.82,0,0,40,Clouds,scattered clouds,3470
2017-08-29 20:00:00,None,296.51,0,0,1,Clear,sky is clear,3398
2017-08-29 21:00:00,None,294.02,0,0,5,Clear,sky is clear,2904
2017-08-29 22:00:00,None,292.84,0,0,5,Clear,sky is clear,2051
2017-08-29 23:00:00,None,292.3,0,0,40,Clouds,scattered clouds,1223
2017-08-30 00:00:00,None,291.72,0,0,1,Mist,mist,664
2017-08-30 01:00:00,None,291.37,0,0,1,Mist,mist,374
2017-08-30 02:00:00,None,290.87,0,0,1,Clear,sky is clear,270
2017-08-30 03:00:00,None,289.75,0,0,1,Clear,sky is clear,349
2017-08-30 04:00:00,None,289.88,0,0,1,Clear,sky is clear,879
2017-08-30 05:00:00,None,289.75,0,0,1,Clear,sky is clear,3135
2017-08-30 06:00:00,None,289.42,0,0,1,Mist,mist,6003
2017-08-30 07:00:00,None,289.54,0,0,5,Mist,mist,6391
2017-08-30 08:00:00,None,289.94,0,0,5,Clear,sky is clear,6079
2017-08-30 09:00:00,None,292,0,0,1,Clear,sky is clear,5793
2017-08-30 10:00:00,None,294.72,0,0,1,Clear,sky is clear,4898
2017-08-30 11:00:00,None,296.57,0,0,40,Clouds,scattered clouds,5189
2017-08-30 12:00:00,None,298.15,0,0,1,Clear,sky is clear,5005
2017-08-30 13:00:00,None,299.61,0,0,20,Clouds,few clouds,5038
2017-08-30 14:00:00,None,300.14,0,0,20,Clouds,few clouds,5661
2017-08-30 15:00:00,None,299.72,0,0,90,Rain,proximity shower rain,6265
2017-08-30 16:00:00,None,299.08,0,0,40,Rain,light rain,6799
2017-08-30 17:00:00,None,298.42,0,0,75,Clouds,broken clouds,6281
2017-08-30 18:00:00,None,297.22,0,0,40,Rain,light rain,4971
2017-08-30 19:00:00,None,296.08,0,0,75,Clouds,broken clouds,3705
2017-08-30 20:00:00,None,294.96,0,0,40,Thunderstorm,proximity thunderstorm,3370
2017-08-30 21:00:00,None,293.22,0,0,40,Clouds,scattered clouds,2839
2017-08-30 22:00:00,None,291.69,0,0,75,Clouds,broken clouds,2083
2017-08-30 23:00:00,None,290.15,0,0,1,Clear,sky is clear,1204
2017-08-31 00:00:00,None,289.23,0,0,1,Clear,sky is clear,705
2017-08-31 01:00:00,None,288.22,0,0,20,Clouds,few clouds,413
2017-08-31 02:00:00,None,287.59,0,0,1,Clear,sky is clear,282
2017-08-31 03:00:00,None,286.75,0,0,1,Clear,sky is clear,317
2017-08-31 04:00:00,None,286.02,0,0,1,Clear,sky is clear,910
2017-08-31 05:00:00,None,285.86,0,0,1,Clear,sky is clear,3172
2017-08-31 06:00:00,None,285.58,0,0,1,Clear,sky is clear,5689
2017-08-31 07:00:00,None,285.35,0,0,5,Mist,mist,6581
2017-08-31 08:00:00,None,285.87,0,0,5,Mist,mist,6209
2017-08-31 09:00:00,None,286.68,0,0,1,Clear,sky is clear,5608
2017-08-31 10:00:00,None,288.15,0,0,1,Clear,sky is clear,5206
2017-08-31 11:00:00,None,289.95,0,0,5,Clear,sky is clear,5424
2017-08-31 12:00:00,None,291.86,0,0,1,Clear,sky is clear,5568
2017-08-31 13:00:00,None,292.62,0,0,5,Clear,sky is clear,5414
2017-08-31 14:00:00,None,293.58,0,0,1,Clear,sky is clear,5855
2017-08-31 15:00:00,None,294.15,0,0,5,Clear,sky is clear,6376
2017-08-31 16:00:00,None,294.35,0,0,1,Clear,sky is clear,6788
2017-08-31 17:00:00,None,294.36,0,0,1,Clear,sky is clear,6641
2017-08-31 18:00:00,None,294.08,0,0,1,Haze,haze,5658
2017-08-31 19:00:00,None,292.82,0,0,1,Haze,haze,3973
2017-08-31 20:00:00,None,291.42,0,0,1,Clear,sky is clear,3450
2017-08-31 21:00:00,None,288.95,0,0,1,Haze,haze,3096
2017-08-31 22:00:00,None,287.75,0,0,40,Clouds,scattered clouds,2421
2017-08-31 23:00:00,None,286.61,0,0,1,Haze,haze,1576
2017-09-01 00:00:00,None,286.22,0,0,1,Haze,haze,808
2017-09-01 01:00:00,None,285.4,0,0,1,Haze,haze,520
2017-09-01 02:00:00,None,285.57,0,0,1,Haze,haze,357
2017-09-01 03:00:00,None,285.61,0,0,1,Mist,mist,369
2017-09-01 04:00:00,None,285.43,0,0,1,Mist,mist,853
2017-09-01 05:00:00,None,284.93,0,0,1,Mist,mist,2808
2017-09-01 06:00:00,None,284.61,0,0,1,Mist,mist,5248
2017-09-01 07:00:00,None,284.92,0,0,75,Clouds,broken clouds,6424
2017-09-01 08:00:00,None,284.72,0,0,75,Mist,mist,5950
2017-09-01 09:00:00,None,285.81,0,0,1,Clear,sky is clear,5411
2017-09-01 10:00:00,None,287.08,0,0,1,Clear,sky is clear,5293
2017-09-01 11:00:00,None,288.93,0,0,1,Clear,sky is clear,5419
2017-09-01 12:00:00,None,290.72,0,0,1,Clear,sky is clear,5823
2017-09-01 13:00:00,None,292.36,0,0,20,Clouds,few clouds,5824
2017-09-01 14:00:00,None,293.28,0,0,40,Haze,haze,5905
2017-09-01 15:00:00,None,293.79,0,0,40,Haze,haze,6062
2017-09-01 16:00:00,None,294.58,0,0,75,Haze,haze,5952
2017-09-01 17:00:00,None,294.72,0,0,75,Haze,haze,5449
2017-09-01 18:00:00,None,294.51,0,0,75,Haze,haze,4886
2017-09-01 19:00:00,None,293.82,0,0,75,Haze,haze,3947
2017-09-01 20:00:00,None,293.02,0,0,90,Haze,haze,3576
2017-09-01 21:00:00,None,292.41,0,0,90,Haze,haze,3863
2017-09-01 22:00:00,None,291.95,0,0,90,Rain,light rain,2597
2017-09-01 23:00:00,None,291.36,0,0,90,Haze,haze,2045
2017-09-02 00:00:00,None,291.15,0,0,90,Haze,haze,1227
2017-09-02 01:00:00,None,291.08,0,0,90,Haze,haze,771
2017-09-02 02:00:00,None,291.15,0,0,40,Haze,haze,535
2017-09-02 03:00:00,None,290.93,0,0,90,Rain,moderate rain,368
2017-09-02 04:00:00,None,290.68,0,0,75,Rain,light rain,419
2017-09-02 05:00:00,None,290.48,0,0,90,Rain,moderate rain,745
2017-09-02 06:00:00,None,290.15,0,0,90,Rain,light rain,1512
2017-09-02 07:00:00,None,290.22,0,0,90,Clouds,overcast clouds,2235
2017-09-02 08:00:00,None,290.29,0,0,90,Rain,moderate rain,3064
2017-09-02 09:00:00,None,290.72,0,0,90,Clouds,overcast clouds,3854
2017-09-02 10:00:00,None,291.48,0,0,90,Mist,mist,4519
2017-09-02 11:00:00,None,292.68,0,0,75,Clouds,broken clouds,4720
2017-09-02 12:00:00,None,295.01,0,0,40,Haze,haze,4840
2017-09-02 13:00:00,None,296.34,0,0,75,Clouds,broken clouds,4683
2017-09-02 14:00:00,None,298.14,0,0,40,Clouds,scattered clouds,4882
2017-09-02 15:00:00,None,299.21,0,0,40,Clouds,scattered clouds,4699
2017-09-02 16:00:00,None,299.55,0,0,40,Clouds,scattered clouds,4794
2017-09-02 17:00:00,None,299.61,0,0,20,Clouds,few clouds,4462
2017-09-02 18:00:00,None,299.22,0,0,1,Clear,sky is clear,4017
2017-09-02 19:00:00,None,297.58,0,0,1,Clear,sky is clear,3380
2017-09-02 20:00:00,None,295.51,0,0,1,Clear,sky is clear,3108
2017-09-02 21:00:00,None,293.42,0,0,5,Clear,sky is clear,2921
2017-09-02 22:00:00,None,291.61,0,0,5,Clear,sky is clear,2565
2017-09-02 23:00:00,None,290.68,0,0,1,Clear,sky is clear,2021
2017-09-03 00:00:00,None,289.14,0,0,1,Clear,sky is clear,1517
2017-09-03 01:00:00,None,288.62,0,0,1,Clear,sky is clear,822
2017-09-03 02:00:00,None,287.68,0,0,1,Clear,sky is clear,661
2017-09-03 03:00:00,None,287.48,0,0,1,Mist,mist,373
2017-09-03 04:00:00,None,287.35,0,0,1,Clear,sky is clear,335
2017-09-03 05:00:00,None,287.2,0,0,1,Clear,sky is clear,521
2017-09-03 06:00:00,None,286.87,0,0,1,Clear,sky is clear,1018
2017-09-03 07:00:00,None,287.46,0,0,1,Clear,sky is clear,1621
2017-09-03 08:00:00,None,287.83,0,0,1,Clear,sky is clear,2667
2017-09-03 09:00:00,None,290.22,0,0,1,Clear,sky is clear,3406
2017-09-03 10:00:00,None,293.13,0,0,40,Clouds,scattered clouds,4184
2017-09-03 11:00:00,None,295.64,0,0,1,Clear,sky is clear,4582
2017-09-03 12:00:00,None,297.34,0,0,40,Clouds,scattered clouds,5025
2017-09-03 13:00:00,None,299.21,0,0,40,Clouds,scattered clouds,4524
2017-09-03 14:00:00,None,300.45,0,0,1,Clear,sky is clear,4612
2017-09-03 15:00:00,None,301.22,0,0,40,Clouds,scattered clouds,4139
2017-09-03 16:00:00,None,301.68,0,0,40,Clouds,scattered clouds,4159
2017-09-03 17:00:00,None,301.36,0,0,75,Clouds,broken clouds,4730
2017-09-03 18:00:00,None,300.94,0,0,1,Clear,sky is clear,3886
2017-09-03 19:00:00,None,300.08,0,0,1,Clear,sky is clear,3548
2017-09-03 20:00:00,None,298.86,0,0,5,Clear,sky is clear,3118
2017-09-03 21:00:00,None,296.95,0,0,1,Clear,sky is clear,2677
2017-09-03 22:00:00,None,296.75,0,0,5,Clear,sky is clear,2245
2017-09-03 23:00:00,None,296.28,0,0,1,Clear,sky is clear,1710
2017-09-04 00:00:00,Labor Day,295.54,0,0,1,Clear,sky is clear,1026
2017-09-04 01:00:00,None,295.5,0,0,1,Clear,sky is clear,585
2017-09-04 02:00:00,None,295.07,0,0,75,Clouds,broken clouds,441
2017-09-04 03:00:00,None,294.61,0,0,40,Clouds,scattered clouds,302
2017-09-04 04:00:00,None,294.08,0,0,20,Clouds,few clouds,303
2017-09-04 05:00:00,None,292.62,0,0,1,Clear,sky is clear,575
2017-09-04 06:00:00,None,290.68,0,0,1,Clear,sky is clear,1128
2017-09-04 07:00:00,None,289.35,0,0,75,Clouds,broken clouds,1589
2017-09-04 08:00:00,None,288.81,0,0,75,Clouds,broken clouds,1974
2017-09-04 09:00:00,None,289.48,0,0,75,Clouds,broken clouds,2678
2017-09-04 10:00:00,None,290.64,0,0,1,Clear,sky is clear,3320
2017-09-04 11:00:00,None,293.28,0,0,20,Haze,haze,3830
2017-09-04 12:00:00,None,294.15,0,0,1,Haze,haze,4059
2017-09-04 13:00:00,None,295.36,0,0,40,Haze,haze,4290
2017-09-04 14:00:00,None,295.86,0,0,40,Haze,haze,4309
2017-09-04 15:00:00,None,296.22,0,0,40,Clouds,scattered clouds,4347
2017-09-04 16:00:00,None,296.15,0,0,75,Rain,proximity shower rain,4377
2017-09-04 17:00:00,None,287.84,0,0,75,Rain,proximity shower rain,3883
2017-09-04 18:00:00,None,286.69,0,0,75,Rain,heavy intensity rain,3583
2017-09-04 19:00:00,None,286.95,0,0,75,Rain,light rain,3218
2017-09-04 20:00:00,None,286.22,0,0,40,Rain,light rain,2725
2017-09-04 21:00:00,None,285.62,0,0,1,Rain,light rain,2186
2017-09-04 22:00:00,None,284.93,0,0,1,Clear,sky is clear,1708
2017-09-04 23:00:00,None,285.22,0,0,1,Clear,sky is clear,1048
2017-09-05 00:00:00,None,285.08,0,0,40,Clouds,scattered clouds,574
2017-09-05 01:00:00,None,285.15,0,0,20,Clouds,few clouds,315
2017-09-05 02:00:00,None,284.93,0,0,1,Clear,sky is clear,242
2017-09-05 03:00:00,None,284.84,0,0,1,Clear,sky is clear,316
2017-09-05 04:00:00,None,284.65,0,0,1,Clear,sky is clear,807
2017-09-05 05:00:00,None,284.29,0,0,1,Clear,sky is clear,3001
2017-09-05 06:00:00,None,283.74,0,0,1,Clear,sky is clear,5545
2017-09-05 07:00:00,None,283.58,0,0,1,Clear,sky is clear,6559
2017-09-05 08:00:00,None,283.74,0,0,40,Clouds,scattered clouds,6267
2017-09-05 09:00:00,None,285.22,0,0,40,Clouds,scattered clouds,5762
2017-09-05 10:00:00,None,286.43,0,0,1,Clear,sky is clear,4482
2017-09-05 11:00:00,None,288.67,0,0,20,Clouds,few clouds,4733
2017-09-05 12:00:00,None,289.3,0,0,75,Clouds,broken clouds,5041
2017-09-05 13:00:00,None,289.79,0,0,75,Clouds,broken clouds,4805
2017-09-05 14:00:00,None,290.01,0,0,75,Clouds,broken clouds,5220
2017-09-05 15:00:00,None,289.86,0,0,90,Clouds,overcast clouds,5799
2017-09-05 16:00:00,None,289.35,0,0,90,Clouds,overcast clouds,6572
2017-09-05 17:00:00,None,289.42,0,0,90,Rain,moderate rain,6092
2017-09-05 18:00:00,None,288.94,0,0,90,Rain,light rain,4306
2017-09-05 19:00:00,None,288.22,0,0,75,Rain,light rain,3282
2017-09-05 20:00:00,None,287.02,0,0,40,Rain,moderate rain,2817
2017-09-05 21:00:00,None,285.68,0,0,75,Clouds,broken clouds,2398
2017-09-05 22:00:00,None,285.42,0,0,75,Clouds,broken clouds,1538
2017-09-05 23:00:00,None,284.79,0,0,75,Rain,light rain,945
2017-09-06 00:00:00,None,284.85,0,0,40,Clouds,scattered clouds,543
2017-09-06 01:00:00,None,284.21,0,0,90,Rain,light rain,343
2017-09-06 02:00:00,None,284.36,0,0,90,Clouds,overcast clouds,250
2017-09-06 03:00:00,None,284.15,0,0,90,Clouds,overcast clouds,354
2017-09-06 04:00:00,None,283.65,0,0,90,Clouds,overcast clouds,889
2017-09-06 05:00:00,None,283.08,0,0,40,Clouds,scattered clouds,3137
2017-09-06 06:00:00,None,281.86,0,0,20,Haze,haze,5782
2017-09-06 07:00:00,None,281.44,0,0,40,Mist,mist,6500
2017-09-06 08:00:00,None,282.42,0,0,1,Clear,sky is clear,5848
2017-09-06 09:00:00,None,284.64,0,0,40,Clouds,scattered clouds,5875
2017-09-06 10:00:00,None,286.72,0,0,1,Clear,sky is clear,4548
2017-09-06 11:00:00,None,287.94,0,0,1,Clear,sky is clear,5185
2017-09-06 12:00:00,None,289.65,0,0,75,Clouds,broken clouds,4991
2017-09-06 13:00:00,None,290.37,0,0,75,Clouds,broken clouds,4835
2017-09-06 14:00:00,None,290.71,0,0,75,Clouds,broken clouds,5262
2017-09-06 15:00:00,None,291.42,0,0,20,Clouds,few clouds,5382
2017-09-06 16:00:00,None,291.28,0,0,75,Clouds,broken clouds,6799
2017-09-06 17:00:00,None,291.55,0,0,90,Clouds,overcast clouds,6500
2017-09-06 18:00:00,None,291.62,0,0,75,Clouds,broken clouds,4519
2017-09-06 19:00:00,None,290.28,0,0,90,Clouds,overcast clouds,3690
2017-09-06 20:00:00,None,289.15,0,0,1,Clear,sky is clear,3361
2017-09-06 21:00:00,None,287.48,0,0,75,Clouds,broken clouds,2556
2017-09-06 22:00:00,None,285.4,0,0,75,Clouds,broken clouds,1609
2017-09-06 23:00:00,None,284.07,0,0,1,Clear,sky is clear,1117
2017-09-07 00:00:00,None,282.61,0,0,40,Mist,mist,583
2017-09-07 01:00:00,None,282.49,0,0,1,Mist,mist,357
2017-09-07 02:00:00,None,281.51,0,0,1,Mist,mist,259
2017-09-07 03:00:00,None,281,0,0,1,Mist,mist,335
2017-09-07 04:00:00,None,280.79,0,0,1,Fog,fog,913
2017-09-07 05:00:00,None,280.68,0,0,20,Mist,mist,3116
2017-09-07 06:00:00,None,281.14,0,0,75,Fog,fog,5737
2017-09-07 07:00:00,None,281.88,0,0,75,Clouds,broken clouds,6685
2017-09-07 08:00:00,None,282.87,0,0,90,Clouds,overcast clouds,6302
2017-09-07 09:00:00,None,283.81,0,0,75,Clouds,broken clouds,5486
2017-09-07 10:00:00,None,285.57,0,0,75,Clouds,broken clouds,4620
2017-09-07 11:00:00,None,288.6,0,0,90,Clouds,overcast clouds,4862
2017-09-07 12:00:00,None,291.15,0,0,75,Clouds,broken clouds,5083
2017-09-07 13:00:00,None,291.99,0,0,1,Clear,sky is clear,4903
2017-09-07 14:00:00,None,293.76,0,0,20,Clouds,few clouds,5073
2017-09-07 15:00:00,None,294.36,0,0,40,Clouds,scattered clouds,5827
2017-09-07 16:00:00,None,295.69,0,0,75,Clouds,broken clouds,6492
2017-09-07 17:00:00,None,296.15,0,0,75,Clouds,broken clouds,6478
2017-09-07 18:00:00,None,295.57,0,0,75,Clouds,broken clouds,4703
2017-09-07 19:00:00,None,294.93,0,0,1,Clear,sky is clear,3621
2017-09-07 20:00:00,None,292.49,0,0,75,Clouds,broken clouds,3280
2017-09-07 21:00:00,None,290.22,0,0,75,Clouds,broken clouds,2611
2017-09-07 22:00:00,None,288.95,0,0,75,Clouds,broken clouds,1896
2017-09-07 23:00:00,None,288.14,0,0,75,Clouds,broken clouds,1469
2017-09-08 00:00:00,None,286.65,0,0,75,Clouds,broken clouds,634
2017-09-08 01:00:00,None,286.36,0,0,75,Clouds,broken clouds,390
2017-09-08 02:00:00,None,286.16,0,0,1,Clear,sky is clear,277
2017-09-08 03:00:00,None,285.55,0,0,1,Clear,sky is clear,356
2017-09-08 04:00:00,None,285.02,0,0,1,Clear,sky is clear,853
2017-09-08 05:00:00,None,284.57,0,0,20,Clouds,few clouds,2978
2017-09-08 06:00:00,None,283.89,0,0,1,Clear,sky is clear,5573
2017-09-08 07:00:00,None,283.42,0,0,1,Clear,sky is clear,6504
2017-09-08 08:00:00,None,283.35,0,0,5,Clear,sky is clear,6232
2017-09-08 09:00:00,None,284.93,0,0,1,Clear,sky is clear,5304
2017-09-08 10:00:00,None,286.08,0,0,5,Clear,sky is clear,4526
2017-09-08 11:00:00,None,288.14,0,0,1,Clear,sky is clear,5021
2017-09-08 12:00:00,None,289.28,0,0,5,Clear,sky is clear,5120
2017-09-08 13:00:00,None,290.94,0,0,1,Clear,sky is clear,5265
2017-09-08 14:00:00,None,291.65,0,0,1,Clear,sky is clear,5689
2017-09-08 15:00:00,None,292.28,0,0,1,Clear,sky is clear,6157
2017-09-08 16:00:00,None,292.81,0,0,5,Clear,sky is clear,6597
